City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
217,Dinghai,CN,2021-08-01 22:43:44,26.2847,119.7936,77.92,86,100,4.7,overcast clouds
218,Altay,CN,2021-08-01 22:43:45,47.8667,88.1167,57.29,56,21,3.65,few clouds
219,Berlevag,NO,2021-08-01 22:43:45,70.8578,29.0864,45.88,94,100,18.7,light rain
220,Longyearbyen,SJ,2021-08-01 22:39:50,78.2186,15.6401,44.44,76,75,13.8,light rain
221,Jilin,CN,2021-08-01 22:43:45,43.0,126.0,69.78,98,100,2.24,light rain
222,Arraial Do Cabo,BR,2021-08-01 22:35:53,-22.9661,-42.0278,64.26,77,0,9.22,clear sky
223,Sorland,NO,2021-08-01 22:36:27,67.667,12.6934,49.28,72,84,12.95,broken clouds
224,Lorengau,PG,2021-08-01 22:43:46,-2.0226,147.2712,85.41,71,29,11.27,scattered clouds
225,Constantine,DZ,2021-08-01 22:36:47,36.365,6.6147,72.81,78,0,10.36,clear sky
226,Zhangye,CN,2021-08-01 22:37:29,38.9342,100.4517,71.29,42,100,16.35,overcast clouds
227,Tuktoyaktuk,CA,2021-08-01 22:35:51,69.4541,-133.0374,69.8,73,75,10.36,broken clouds
228,Alta Floresta,BR,2021-08-01 22:43:46,-9.8756,-56.0861,82.11,32,27,5.35,scattered clouds
229,Sao Filipe,CV,2021-08-01 22:35:52,14.8961,-24.4956,76.01,76,9,4.5,clear sky
230,Provideniya,RU,2021-08-01 22:36:28,64.3833,-173.3,42.91,75,90,20.13,light rain
231,Saint George,US,2021-08-01 22:43:47,37.1041,-113.5841,98.38,27,1,1.01,clear sky
232,Sovetskiy,RU,2021-08-01 22:41:12,61.3614,63.5842,54.18,96,11,6.4,few clouds
233,Rio Grande,BR,2021-08-01 22:43:47,-32.035,-52.0986,46.94,93,18,6.02,few clouds
234,Inverness,GB,2021-08-01 22:43:48,57.4791,-4.224,53.83,77,90,3.44,overcast clouds
235,Baykit,RU,2021-08-01 22:43:48,61.67,96.37,60.19,93,100,1.39,overcast clouds
236,Valdez,EC,2021-08-01 22:43:48,1.2492,-78.9831,78.35,85,11,14.99,few clouds
237,Coquimbo,CL,2021-08-01 22:37:06,-29.9533,-71.3436,55.13,94,75,8.05,broken clouds
238,Mnogovershinnyy,RU,2021-08-01 22:43:49,53.9353,139.9242,59.68,68,99,2.17,overcast clouds
239,Colac,AU,2021-08-01 22:36:46,-38.3333,143.5833,45.63,83,7,7.47,clear sky
240,Barcelos,PT,2021-08-01 22:43:49,41.5388,-8.6151,65.91,96,100,4.5,overcast clouds
241,Havoysund,NO,2021-08-01 22:43:16,70.9963,24.6622,45.48,82,100,9.55,overcast clouds
242,San Carlos,VE,2021-08-01 22:34:09,9.6612,-68.5827,73.81,96,88,2.89,overcast clouds
243,Maridi,SS,2021-08-01 22:43:50,4.9158,29.4742,65.48,98,85,5.41,light rain
244,Zhezkazgan,KZ,2021-08-01 22:43:50,47.8043,67.7144,79.52,31,61,8.68,broken clouds
245,Soeng Sang,TH,2021-08-01 22:43:50,14.4264,102.4606,82.0,79,86,6.78,overcast clouds
246,Nedjo,ET,2021-08-01 22:43:50,9.5046,35.5019,57.18,92,100,1.12,overcast clouds
247,Zhigansk,RU,2021-08-01 22:43:51,66.7697,123.3711,67.1,59,40,15.64,scattered clouds
248,Syava,RU,2021-08-01 22:43:51,58.0146,46.3222,67.03,66,98,6.15,overcast clouds
249,Sao Joao Batista,BR,2021-08-01 22:43:51,-27.2761,-48.8494,66.04,95,100,0.94,overcast clouds
250,Denpasar,ID,2021-08-01 22:43:52,-8.65,115.2167,78.46,94,40,10.36,scattered clouds
251,Celestun,MX,2021-08-01 22:43:52,20.8667,-90.4,84.45,74,74,15.26,broken clouds
252,Paulo Afonso,BR,2021-08-01 22:43:52,-9.4061,-38.2147,68.58,76,80,10.56,broken clouds
253,Fortuna,US,2021-08-01 22:43:53,40.5982,-124.1573,69.93,71,40,4.0,scattered clouds
254,Sept-Iles,CA,2021-08-01 22:34:58,50.2001,-66.3821,66.72,71,75,8.01,broken clouds
255,Lapithos,CY,2021-08-01 22:43:53,35.3375,33.1792,84.92,58,0,12.77,clear sky
256,Tevaitoa,PF,2021-08-01 22:43:53,-16.7833,-151.5,77.09,69,32,14.63,scattered clouds
257,Kankan,GN,2021-08-01 22:43:54,10.3854,-9.3057,71.78,95,99,4.88,light rain
258,Yako,BF,2021-08-01 22:43:54,12.9667,-2.2667,79.66,67,10,8.99,clear sky
259,La Asuncion,VE,2021-08-01 22:43:54,11.0333,-63.8628,87.53,74,2,12.66,clear sky
260,Georgetown,MY,2021-08-01 22:31:32,5.4112,100.3354,75.88,92,20,0.0,few clouds
261,Inirida,CO,2021-08-01 22:35:42,3.8653,-67.9239,72.57,97,58,2.66,broken clouds
262,Kismayo,SO,2021-08-01 22:43:55,-0.3582,42.5454,75.0,85,54,18.57,light rain
263,Aksarka,RU,2021-08-01 22:43:55,66.5606,67.7975,56.1,98,100,5.99,overcast clouds
264,Yambio,SS,2021-08-01 22:43:55,4.5721,28.3955,67.23,99,100,5.55,light rain
265,College,US,2021-08-01 22:43:56,64.8569,-147.8028,78.01,50,75,0.0,broken clouds
266,Dunedin,NZ,2021-08-01 22:32:20,-45.8742,170.5036,49.8,78,98,18.99,overcast clouds
267,Portland,US,2021-08-01 22:43:42,45.5234,-122.6762,96.21,39,20,1.01,few clouds
268,Neiafu,TO,2021-08-01 22:43:56,-18.65,-173.9833,77.68,65,20,12.66,few clouds
269,Waingapu,ID,2021-08-01 22:43:56,-9.6567,120.2641,76.21,79,31,7.61,scattered clouds
270,Luau,AO,2021-08-01 22:43:57,-10.7073,22.2247,61.61,37,21,3.78,few clouds
271,Durres,AL,2021-08-01 22:43:57,41.3231,19.4414,78.98,56,0,9.8,clear sky
272,Biltine,TD,2021-08-01 22:35:58,14.5333,20.9167,71.2,87,100,14.7,overcast clouds
273,Lebu,CL,2021-08-01 22:40:48,-37.6167,-73.65,50.11,77,39,16.55,scattered clouds
274,Manicore,BR,2021-08-01 22:43:57,-5.8092,-61.3003,81.54,41,21,0.92,few clouds
275,Bac Lieu,VN,2021-08-01 22:43:58,9.285,105.7244,78.78,85,64,10.96,broken clouds
276,Piney Green,US,2021-08-01 22:43:58,34.716,-77.3202,75.38,100,90,10.36,thunderstorm with light rain
277,Balkanabat,TM,2021-08-01 22:37:57,39.5108,54.3671,87.26,12,47,4.92,scattered clouds
278,Itarema,BR,2021-08-01 22:37:29,-2.9248,-39.9167,79.0,73,84,14.14,broken clouds
279,Freeport,US,2021-08-01 22:43:59,40.6576,-73.5832,75.22,67,20,5.01,few clouds
280,Heihe,CN,2021-08-01 22:43:59,50.2441,127.4902,57.78,85,100,2.28,overcast clouds
281,Kommunisticheskiy,RU,2021-08-01 22:43:59,61.6789,64.4819,53.6,98,18,5.3,few clouds
282,Castro,BR,2021-08-01 22:33:03,-24.7911,-50.0119,47.48,88,69,2.57,broken clouds
283,Matay,EG,2021-08-01 22:44:00,28.419,30.7792,87.01,27,0,10.04,clear sky
284,Siguiri,GN,2021-08-01 22:44:00,11.6667,-9.5,71.46,97,80,3.51,light rain
285,Sobolevo,RU,2021-08-01 22:44:00,54.4299,31.8996,65.28,79,100,6.04,overcast clouds
286,Sorong,ID,2021-08-01 22:44:01,-0.8833,131.25,79.9,86,32,10.56,scattered clouds
287,Elizabeth City,US,2021-08-01 22:44:01,36.2946,-76.2511,83.01,93,20,5.01,few clouds
288,Ust-Nera,RU,2021-08-01 22:38:09,64.5667,143.2,54.14,57,1,3.74,clear sky
289,Kahului,US,2021-08-01 22:43:43,20.8947,-156.47,85.26,62,20,28.77,few clouds
290,Chipinge,ZW,2021-08-01 22:43:31,-20.1883,32.6236,51.84,51,0,2.66,clear sky
291,Damara,CF,2021-08-01 22:44:02,4.9608,18.7035,74.62,93,100,2.71,overcast clouds
292,Yumen,CN,2021-08-01 22:35:54,40.2833,97.2,65.34,45,96,7.29,overcast clouds
293,Chokwe,MZ,2021-08-01 22:44:02,-24.5333,32.9833,62.92,52,0,6.15,clear sky
294,Harper,LR,2021-08-01 22:36:26,4.375,-7.7169,76.55,77,87,6.26,overcast clouds
295,San Jeronimo,PE,2021-08-01 22:44:02,-11.9472,-75.2829,51.64,62,90,6.22,overcast clouds
296,Benguela,AO,2021-08-01 22:41:41,-12.5763,13.4055,70.16,88,6,4.21,clear sky
297,Naze,JP,2021-08-01 22:41:50,28.3667,129.4833,81.52,86,91,13.87,overcast clouds
298,Bubaque,GW,2021-08-01 22:44:03,11.2833,-15.8333,79.79,81,89,19.35,light rain
299,Nagato,JP,2021-08-01 22:41:53,34.3833,131.2,82.31,91,100,8.48,overcast clouds
300,Oistins,BB,2021-08-01 22:40:52,13.0667,-59.5333,82.49,74,20,11.5,few clouds
301,Tuatapere,NZ,2021-08-01 22:35:33,-46.1333,167.6833,44.82,91,100,2.59,overcast clouds
302,Leningradskiy,RU,2021-08-01 22:36:17,69.3833,178.4167,34.86,97,100,18.45,light rain
303,Plouzane,FR,2021-08-01 22:44:04,48.3833,-4.6167,60.85,94,90,2.3,overcast clouds
304,Siocon,PH,2021-08-01 22:44:04,7.7061,122.1353,80.71,87,92,5.14,overcast clouds
305,Pathanamthitta,IN,2021-08-01 22:44:04,9.2667,76.7833,73.62,91,99,2.33,overcast clouds
306,Ust-Kulom,RU,2021-08-01 22:36:29,61.6864,53.6902,52.57,95,2,4.97,clear sky
307,Hualmay,PE,2021-08-01 22:41:46,-11.0964,-77.6139,65.44,78,10,9.17,clear sky
308,Carnarvon,AU,2021-08-01 22:35:26,-24.8667,113.6333,48.27,68,0,10.36,clear sky
309,Anjar,IN,2021-08-01 22:44:05,23.1333,70.0167,80.6,80,99,19.89,light rain
310,Muli,MV,2021-08-01 22:39:56,2.9167,73.5667,81.95,74,100,9.08,light rain
311,Kavieng,PG,2021-08-01 22:36:14,-2.5744,150.7967,83.28,74,4,8.88,clear sky
312,Deep River,CA,2021-08-01 22:44:05,46.1001,-77.4995,63.43,68,85,3.53,overcast clouds
313,Acarau,BR,2021-08-01 22:44:06,-2.8856,-40.12,78.62,75,85,14.09,overcast clouds
314,Fengzhen,CN,2021-08-01 22:44:06,40.4394,113.1536,58.69,78,34,7.31,scattered clouds
315,Soubre,CI,2021-08-01 22:44:06,5.7856,-6.6083,71.13,98,95,2.53,overcast clouds
316,Poitiers,FR,2021-08-01 22:41:15,46.5833,0.3333,61.21,82,0,6.91,clear sky
317,Paungde,MM,2021-08-01 22:44:07,18.4833,95.5,76.15,95,100,7.85,overcast clouds
318,Lucea,JM,2021-08-01 22:44:07,18.451,-78.1736,84.06,74,59,2.01,broken clouds
319,Sibu,MY,2021-08-01 22:41:33,2.3,111.8167,73.71,100,40,5.99,scattered clouds
320,Lima,PE,2021-08-01 22:44:07,-12.0432,-77.0282,63.9,81,90,6.91,overcast clouds
321,Doha,QA,2021-08-01 22:36:08,25.2867,51.5333,98.58,46,0,3.44,clear sky
322,Broome,US,2021-08-01 22:37:17,42.2506,-75.833,63.19,96,90,1.01,light rain
323,Vao,NC,2021-08-01 22:40:42,-22.6667,167.4833,66.79,55,50,9.37,scattered clouds
324,Key West,US,2021-08-01 22:44:08,24.5557,-81.7826,91.4,62,1,5.75,clear sky
325,Grindavik,IS,2021-08-01 22:41:02,63.8424,-22.4338,53.56,93,90,2.3,overcast clouds
326,Chusovoy,RU,2021-08-01 22:44:08,58.3013,57.8131,55.02,97,94,2.13,overcast clouds
327,Vardo,NO,2021-08-01 22:36:35,70.3705,31.1107,55.6,97,100,6.26,overcast clouds
328,Kasane,BW,2021-08-01 22:44:09,-17.8167,25.15,56.07,50,0,4.0,clear sky
329,Mutis,CO,2021-08-01 22:44:09,6.2262,-77.4044,79.79,87,95,5.91,overcast clouds
330,Comodoro Rivadavia,AR,2021-08-01 22:43:29,-45.8667,-67.5,64.26,19,0,13.8,clear sky
331,Honningsvag,NO,2021-08-01 22:44:10,70.9821,25.9704,45.12,81,100,16.37,overcast clouds
332,Gravelbourg,CA,2021-08-01 22:44:10,49.8834,-106.5512,88.07,17,54,6.53,broken clouds
333,Bayshore Gardens,US,2021-08-01 22:44:10,27.4253,-82.5904,91.44,60,1,11.5,clear sky
334,Hamadan,IR,2021-08-01 22:44:11,34.7992,48.5146,69.55,34,58,4.29,broken clouds
335,Grand Gaube,MU,2021-08-01 22:36:39,-20.0064,57.6608,66.6,83,27,1.99,moderate rain
336,Tual,ID,2021-08-01 22:35:52,-5.6667,132.75,81.3,78,47,11.45,light rain
337,Iwanai,JP,2021-08-01 22:44:11,42.9744,140.5089,75.34,98,100,3.22,overcast clouds
338,Kaihua,CN,2021-08-01 22:44:11,23.3687,104.28,64.11,89,32,4.34,scattered clouds
339,Warmbad,NA,2021-08-01 22:44:12,-28.45,18.7333,58.51,23,4,4.07,clear sky
340,Birao,CF,2021-08-01 22:37:16,10.2849,22.7882,69.62,95,61,6.11,broken clouds
341,Nishihara,JP,2021-08-01 22:37:59,26.1842,127.7558,82.06,89,75,18.41,broken clouds
342,Eureka,US,2021-08-01 22:36:42,40.8021,-124.1637,71.2,72,56,8.01,broken clouds
343,Kefamenanu,ID,2021-08-01 22:44:12,-9.4467,124.4781,72.55,77,77,4.59,broken clouds
344,Buenos Aires,AR,2021-08-01 22:42:24,-34.6132,-58.3772,53.96,85,0,6.91,clear sky
345,Labuhan,ID,2021-08-01 22:44:13,-6.8844,112.2051,75.99,80,10,9.48,clear sky
346,Chalinze,TZ,2021-08-01 22:44:13,-6.6378,38.354,66.25,87,21,3.06,few clouds
347,Turukhansk,RU,2021-08-01 22:44:13,65.8167,87.9833,56.66,80,36,7.18,scattered clouds
348,Juneau,US,2021-08-01 22:44:13,58.3019,-134.4197,73.4,79,40,9.22,scattered clouds
349,Gat,IL,2021-08-01 22:42:35,31.61,34.7642,84.4,55,0,2.1,clear sky
350,Hatillo,PR,2021-08-01 22:44:14,18.4863,-66.8254,85.01,78,5,16.89,clear sky
351,Beringovskiy,RU,2021-08-01 22:36:05,63.05,179.3167,46.92,76,38,18.84,scattered clouds
352,Nauta,PE,2021-08-01 22:44:14,-4.5061,-73.5757,75.92,69,62,1.3,broken clouds
353,Mankono,CI,2021-08-01 22:44:14,8.0586,-6.1897,69.84,96,51,4.63,broken clouds
354,Lardos,GR,2021-08-01 22:44:15,36.0942,28.0157,87.62,56,0,7.63,clear sky
355,Promyshlennovskiy,RU,2021-08-01 22:44:15,55.4833,86.2,59.77,90,73,1.77,broken clouds
356,Krasnoselkup,RU,2021-08-01 22:44:15,65.7,82.4667,55.17,80,92,7.49,overcast clouds
357,Pucallpa,PE,2021-08-01 22:44:16,-8.3791,-74.5539,84.24,58,40,5.75,scattered clouds
358,Rawson,AR,2021-08-01 22:44:16,-43.3002,-65.1023,57.96,36,24,9.98,few clouds
359,Clyde River,CA,2021-08-01 22:44:16,70.4692,-68.5914,44.83,81,75,18.41,broken clouds
360,Kavaratti,IN,2021-08-01 22:36:36,10.5669,72.642,81.97,77,82,15.64,broken clouds
361,Gravdal,NO,2021-08-01 22:44:17,68.1214,13.5031,47.82,77,88,11.74,overcast clouds
362,Kishorganj,BD,2021-08-01 22:44:17,24.4333,90.7667,77.05,98,100,7.14,moderate rain
363,Mount Darwin,ZW,2021-08-01 22:44:17,-16.7725,31.5838,51.08,79,1,2.64,clear sky
364,Katsuura,JP,2021-08-01 22:44:18,35.1333,140.3,85.19,76,4,5.3,clear sky
365,Cabedelo,BR,2021-08-01 22:37:05,-6.9811,-34.8339,75.87,78,4,17.56,clear sky
366,Caconda,AO,2021-08-01 22:44:18,-13.7333,15.0667,57.43,33,21,2.28,few clouds
367,Kenai,US,2021-08-01 22:37:09,60.5544,-151.2583,74.03,53,1,9.22,clear sky
368,Jiaozuo,CN,2021-08-01 22:44:18,35.2397,113.2331,78.64,75,18,0.98,light rain
369,Mrakovo,RU,2021-08-01 22:44:19,52.7161,56.6244,64.98,55,72,1.48,broken clouds
370,Biryusinsk,RU,2021-08-01 22:44:19,55.9634,97.8235,55.02,98,100,2.89,overcast clouds
371,Auki,SB,2021-08-01 22:44:19,-8.7676,160.7034,82.45,70,93,7.85,overcast clouds
372,Kuytun,RU,2021-08-01 22:44:19,54.3419,101.5036,54.79,96,100,10.92,light rain
373,Barra Do Garcas,BR,2021-08-01 22:44:20,-15.89,-52.2567,77.18,31,5,2.01,clear sky
374,Arak,IR,2021-08-01 22:44:20,34.0917,49.6892,73.67,31,38,4.09,scattered clouds
375,Hovd,MN,2021-08-01 22:37:23,48.0056,91.6419,54.32,63,4,2.06,clear sky
376,Dawei,MM,2021-08-01 22:38:01,14.0833,98.2,77.0,93,100,8.39,overcast clouds
377,Umm Kaddadah,SD,2021-08-01 22:34:07,13.6017,26.6876,81.73,61,16,19.69,few clouds
378,Barkly West,ZA,2021-08-01 22:44:21,-28.5354,24.5215,40.28,37,25,5.17,scattered clouds
379,Kijang,KR,2021-08-01 22:36:01,35.2442,129.2139,83.93,78,81,4.9,broken clouds
380,Manzhouli,CN,2021-08-01 22:36:21,49.6,117.4333,61.74,66,10,6.53,clear sky
381,Nemuro,JP,2021-08-01 22:43:27,43.3236,145.575,66.04,99,100,7.25,overcast clouds
382,Nikolayevka,RU,2021-08-01 22:44:21,53.1257,47.2041,68.97,62,87,2.71,overcast clouds
383,Tanda,IN,2021-08-01 22:44:21,26.55,82.65,77.2,88,89,6.82,light rain
384,Dungarpur,IN,2021-08-01 22:44:22,23.8333,73.7167,75.0,89,100,18.88,moderate rain
385,Port Hedland,AU,2021-08-01 22:38:04,-20.3167,118.5667,60.85,41,0,13.8,clear sky
386,Santiago De Cao,PE,2021-08-01 22:44:22,-7.9589,-79.2392,64.53,88,90,11.5,fog
387,Huarmey,PE,2021-08-01 22:37:53,-10.0681,-78.1522,66.79,78,13,9.86,few clouds
388,Kysyl-Syr,RU,2021-08-01 22:44:22,63.8986,122.7617,70.97,54,95,5.86,overcast clouds
389,Santiago Del Estero,AR,2021-08-01 22:34:17,-27.7951,-64.2615,54.81,27,0,4.16,clear sky
390,Conceicao Do Araguaia,BR,2021-08-01 22:44:23,-8.2578,-49.2647,86.13,45,0,3.44,clear sky
391,Quthing,LS,2021-08-01 22:44:23,-30.4,27.7003,44.47,33,59,0.98,broken clouds
392,Sabha,LY,2021-08-01 22:44:23,27.0377,14.4283,88.16,12,0,3.62,clear sky
393,Naliya,IN,2021-08-01 22:37:24,23.2667,68.8333,81.09,82,100,19.44,overcast clouds
394,Constitucion,CL,2021-08-01 22:40:56,-35.3333,-72.4167,54.05,68,0,8.61,clear sky
395,Luderitz,NA,2021-08-01 22:36:58,-26.6481,15.1594,64.96,37,0,6.02,clear sky
396,Mecca,SA,2021-08-01 22:44:06,21.4267,39.8261,87.8,49,12,6.04,few clouds
397,Pontianak,ID,2021-08-01 22:44:24,-0.0333,109.3333,76.98,94,75,0.0,broken clouds
398,Rock Springs,US,2021-08-01 22:35:45,41.5875,-109.2029,80.04,46,1,3.0,clear sky
399,Baikunthpur,IN,2021-08-01 22:44:25,23.25,82.55,72.07,92,100,5.84,overcast clouds
400,Plettenberg Bay,ZA,2021-08-01 22:44:25,-34.0527,23.3716,59.25,78,78,8.75,light rain
401,Mersin,TR,2021-08-01 22:44:25,36.862,34.6509,81.75,53,0,4.14,clear sky
402,Codrington,AU,2021-08-01 22:35:28,-38.2667,141.9667,46.09,81,0,16.78,clear sky
403,Salitral,PE,2021-08-01 22:44:25,-4.8572,-80.6811,78.44,49,0,16.96,clear sky
404,Coihaique,CL,2021-08-01 22:44:26,-45.5752,-72.0662,51.75,62,90,4.61,light rain
405,Cidreira,BR,2021-08-01 22:44:26,-30.1811,-50.2056,56.86,93,90,8.03,overcast clouds
406,Marsa Matruh,EG,2021-08-01 22:44:26,31.3525,27.2453,80.8,89,0,9.22,clear sky
407,Oriximina,BR,2021-08-01 22:38:00,-1.7656,-55.8661,80.87,66,75,1.86,broken clouds
408,Mitsamiouli,KM,2021-08-01 22:36:37,-11.3847,43.2844,75.96,73,2,5.12,clear sky
409,Waddan,LY,2021-08-01 22:44:27,29.1614,16.139,84.7,25,0,9.31,clear sky
410,Ostersund,SE,2021-08-01 22:44:27,63.1792,14.6357,46.85,76,28,10.36,scattered clouds
411,Itoman,JP,2021-08-01 22:44:27,26.1247,127.6694,82.78,92,75,19.57,broken clouds
412,Port Augusta,AU,2021-08-01 22:36:57,-32.5,137.7667,50.14,49,1,16.64,clear sky
413,San Carlos De Bariloche,AR,2021-08-01 22:40:03,-41.1456,-71.3082,48.43,50,75,2.3,broken clouds
414,Geraldton,AU,2021-08-01 22:44:28,-28.7667,114.6,43.21,93,40,8.05,scattered clouds
415,Arbuzynka,UA,2021-08-01 22:44:28,47.9097,31.3196,71.29,74,3,6.76,clear sky
416,Valentin Gomez Farias,MX,2021-08-01 22:44:28,28.2167,-106.5833,78.73,47,81,4.88,broken clouds
417,Saint-Augustin,CA,2021-08-01 22:44:29,51.226,-58.6502,59.49,82,89,14.36,overcast clouds
418,Afogados Da Ingazeira,BR,2021-08-01 22:44:29,-7.7508,-37.6392,66.72,83,94,13.4,overcast clouds
419,Kambove,CD,2021-08-01 22:44:29,-10.8764,26.5969,56.64,57,29,3.6,scattered clouds
420,Ngama,TD,2021-08-01 22:44:30,11.7833,17.1667,75.56,81,100,6.62,overcast clouds
421,Balad,IQ,2021-08-01 22:44:30,34.0164,44.1453,96.87,11,1,11.95,clear sky
422,Porto Novo,BJ,2021-08-01 22:35:51,6.4965,2.6036,78.62,88,56,4.97,broken clouds
423,Channel-Port Aux Basques,CA,2021-08-01 22:44:30,47.5702,-59.1367,60.39,85,1,6.53,clear sky
424,Pocone,BR,2021-08-01 22:44:31,-16.2567,-56.6228,77.4,26,0,6.76,clear sky
425,Saint-Francois,FR,2021-08-01 22:37:22,46.4154,3.9054,60.24,82,0,2.3,clear sky
426,Goderich,CA,2021-08-01 22:44:31,43.7501,-81.7165,66.9,72,73,16.11,broken clouds
427,Kearney,US,2021-08-01 22:44:31,40.6995,-99.0815,80.51,41,20,10.36,few clouds
428,Pacific Grove,US,2021-08-01 22:35:58,36.6177,-121.9166,84.81,71,1,1.99,clear sky
429,Bulgan,MN,2021-08-01 22:44:32,48.8125,103.5347,56.86,98,100,2.13,overcast clouds
430,Camacupa,AO,2021-08-01 22:44:32,-12.0167,17.4833,58.68,34,1,2.26,clear sky
431,Gilgit,PK,2021-08-01 22:44:32,35.9221,74.3087,77.79,63,56,0.96,broken clouds
432,Lugovoy,KZ,2021-08-01 22:44:33,42.9472,72.7644,69.48,26,67,3.24,broken clouds
433,Tabou,CI,2021-08-01 22:37:43,4.423,-7.3528,76.6,79,90,6.31,overcast clouds
434,Chardara,KZ,2021-08-01 22:44:33,41.2547,67.9692,73.65,31,45,4.81,scattered clouds
